cluster,center_x,center_y,size
265,129.0333689,35.34161734,983
266,129.0435353,35.35796823,223
267,129.0099055,35.32931447,797
268,129.3093349,35.43349548,574
269,129.284784,35.41102298,383
270,128.9870281,35.30857586,234
271,129.4269726,35.54137909,330
272,129.4250948,35.49968874,2303
273,127.5728732,36.30352701,701
274,129.3256367,35.71381552,209
275,129.007589,35.31068745,350
276,129.0003984,35.31803514,465
277,128.7044579,35.83991579,861
278,128.7298273,35.82570024,1348
279,127.8206135,36.99453287,505
280,127.930134,36.97587178,3383
281,127.1261849,35.95978182,279
282,127.1659829,35.93504496,198
283,127.513846,37.8267682,674
284,127.2431068,36.27736926,732
285,128.6388778,35.92205841,261
286,128.641175,35.91180438,151
287,127.013087,36.15630388,211
288,127.448288,37.08245193,352
289,127.1002738,36.12825939,282
290,127.094393,36.19461889,1395
291,127.5926692,36.99109331,559
292,127.0723143,35.91247588,311
293,128.4872012,35.11469857,326
294,127.443993,36.85687086,735
295,127.531897,36.9081037,989
296,129.3046803,35.488086,193
297,129.3878547,35.53927157,200
298,126.9331462,35.16497524,199
299,126.9178637,35.17496417,990
300,128.7101554,35.3745278,185
301,127.4959072,37.01968957,168
302,127.4880666,36.9682125,331
303,127.4418954,36.99031834,364
304,128.879736,35.23991812,5596
305,128.8098505,35.18655638,2822
306,127.2461352,36.36025042,160
307,128.4766303,35.8748221,231
308,127.0760454,35.87212452,276
309,126.4296865,36.94295558,295
310,128.5103098,35.24648802,926
311,128.5161955,35.30860906,169
312,127.3665632,36.52890581,193
313,126.8971313,35.12276189,342
314,128.7532582,35.25182999,159
315,127.5796407,36.783751,787
316,128.7514032,35.10631958,195
317,128.8125343,35.09762143,994
318,127.0584409,35.83758336,523
319,127.0764199,35.84404479,222
320,127.4153517,36.70966595,205
321,127.4530778,36.73742053,285
322,127.4278507,36.71491809,651
323,127.5355341,36.72238977,259
324,128.7265762,35.30362932,1117
325,127.1234421,35.86619846,1147
326,127.1303031,35.82208245,9755
327,128.5990779,35.92099256,266
328,129.1500173,35.37795799,776
329,129.169993,35.41108177,812
330,129.3653949,35.59273731,645
331,129.2414965,35.57200892,319
332,129.2273545,35.56263519,193
333,128.6614031,35.15109499,718
334,128.7009897,35.14995256,1568
335,127.1235621,36.45696499,503
336,127.1374961,36.47258804,823
337,129.1790981,35.32135932,674
338,129.1667286,35.33570622,209
339,128.4643377,35.860061,441
340,127.3753633,36.66497558,182
341,127.47232,36.63379832,12370
342,128.5956849,35.30281265,289
343,127.294619,36.60156387,1060
344,127.3240168,36.62482462,665
345,129.3552685,35.64473012,325
346,129.3531693,35.62905001,422
347,126.8579902,35.1334195,280
348,127.4257969,36.44730495,864
349,129.3157345,35.57594215,203
350,126.9201216,35.1492196,2706
351,127.288461,36.47795268,344
352,127.3007192,36.48621127,154
353,127.3506666,36.39027655,316
354,127.4038286,36.3975796,423
355,127.299264,36.34602493,302
356,127.3868476,36.43482925,251
357,127.391113,36.42482105,484
358,126.9083772,35.13006343,719
359,126.8950751,35.13612218,202
360,126.8803353,35.15891122,263
361,126.8863105,35.14562617,273
362,126.8741919,35.14287435,188
363,127.2577452,36.48850326,946
364,127.245877,36.51062686,157
365,127.2589051,36.51371856,274
366,129.2619275,35.54806842,1211
367,126.8623089,35.15723347,284
368,126.8542466,35.15095252,1078
369,129.1532101,35.22799459,511
370,128.8782436,35.08432958,266
371,128.9145036,35.095419,1537
372,129.2155809,35.2462306,848
373,129.2287943,35.26546435,425
374,129.2074647,35.1857065,674
375,127.3125003,36.39003588,378
376,127.3190133,36.37337895,416
377,126.6250094,36.50267219,166
378,128.4974374,35.80320538,370
379,127.3337627,37.98060476,435
380,126.5476102,36.7113287,260
381,128.6697513,35.24868784,160
382,126.6625177,36.59780387,981
383,126.4975286,37.25563866,204
384,126.5735437,37.26482817,360
385,126.666304,36.70109233,228
386,126.6794951,36.65750155,588
387,126.4482611,36.82523463,227
388,126.4545597,36.77727154,2018
389,128.6525086,35.2422191,451
390,128.7031052,35.20902819,517
391,128.6861584,35.23914129,394
392,128.6834267,35.22293443,2483
393,128.56069,35.18204507,889
394,127.3845733,36.37729657,399
395,129.3568727,35.55647758,313
396,128.6122243,35.25575735,211
397,129.2961635,35.55115526,221
398,128.6250588,35.26113988,601
399,128.6372555,35.25768654,472
400,129.3428914,35.56950776,317
401,129.3411873,35.55939603,398
402,127.2190597,38.20722625,427
403,129.3204067,35.55501523,586
404,129.3085459,35.55539989,171
405,127.2733583,38.08925918,172
406,127.3001518,38.16294224,363
407,128.9728027,35.05632275,756
408,129.2928085,35.53443729,231
409,129.3259659,35.53832833,4252
410,128.5742643,35.20516004,1169
411,128.584241,35.21974847,428
412,128.58252,35.23525847,1210
413,128.4849545,35.8506257,166
414,128.970605,35.08040281,392
415,128.9761789,35.09127403,209
416,126.7711866,36.80758348,287
417,129.0180986,35.07783768,222
418,128.4942096,35.85570837,451
419,128.5063223,35.85430712,340
420,129.0692491,35.07947329,424
421,126.785169,36.94443294,327
422,128.9768956,35.13446324,329
423,126.6928649,36.96243679,199
424,126.7862039,36.88445468,395
425,126.6925722,36.90253367,312
426,126.6357215,36.89354832,1460
427,128.9923878,35.09849951,448
428,128.9588213,35.09794894,185
429,128.967979,35.10731081,1166
430,129.0116252,35.23303091,795
431,129.089639,35.26577678,628
432,128.6661163,35.88109409,302
433,127.31937,36.29947729,208
434,126.9187169,37.95611912,192
435,127.3509823,36.3063057,409
436,127.3374272,36.29959597,714
437,128.9901525,35.18999966,431
438,129.0195989,35.15048648,1538
439,128.9835081,35.16420779,1429
440,129.1123598,35.13197035,201
441,129.1115529,35.11875343,568
442,127.4552443,36.30736115,356
443,129.0346686,35.21029601,296
444,129.0077233,35.20882938,1165
445,127.5956967,37.4892788,382
446,127.479786,37.49653339,1107
447,127.3388583,36.33261572,323
448,127.3795763,36.29920997,206
449,127.3386736,36.37081702,172
450,127.0707444,38.03946016,781
451,127.4931116,37.6782327,292
452,127.3486823,37.81930906,296
453,127.3757373,36.31939935,554
454,129.1464733,35.15632155,235
455,127.343914,36.35744236,2282
456,129.1625631,35.16217341,1292
457,129.1758461,35.1706508,990
458,129.0831343,35.22024365,578
459,126.8368445,36.69195774,834
460,129.0760174,35.21078728,160
461,129.0604687,35.19759006,501
462,129.0806574,35.20435853,1081
463,129.0893328,35.24563252,283
464,129.0862951,35.23212582,1047
465,128.6122052,35.89619971,1203
466,129.0387451,35.16602582,560
467,129.0491242,35.17791518,285
468,128.5320921,35.81608806,2237
469,129.0407194,35.09104612,722
470,129.1272461,35.19100804,808
471,129.1308268,35.17043817,944
472,127.4119569,36.33662917,232
473,127.3776648,36.36160192,184
474,129.0469647,35.12913045,336
475,127.4335215,36.31523059,366
476,127.3637379,36.3560781,342
477,127.3751996,36.35075948,1206
478,129.017766,35.11067833,256
479,129.1049497,35.21515671,387
480,127.4186044,37.73569572,272
481,127.3961408,36.32133679,568
482,127.4100961,36.32233727,413
483,127.4267374,36.32799158,1316
484,127.3880612,36.33907727,471
485,127.447977,36.34238141,703
486,129.0397041,35.11736135,556
487,129.0297899,35.10058205,2693
488,127.3965505,36.34853624,324
489,127.3884036,36.35066323,422
490,127.426762,36.36129306,313
491,127.4379505,36.36435778,373
492,127.3733474,37.16450875,218
493,127.4264168,36.35125872,233
494,127.4369526,36.35050895,228
495,129.0708384,35.13721396,151
496,126.6501213,37.18097185,184
497,129.0903839,35.13513962,419
498,129.1028838,35.13708691,1170
499,129.1158012,35.16540112,801
500,129.1190297,35.1530941,1414
501,128.5540056,35.83396941,757
502,128.575064,35.83948955,359
503,129.0604118,35.1407818,664
504,129.1002137,35.20117972,366
505,129.1074929,35.1847373,160
506,127.3143515,37.47069824,230
507,127.2947742,36.7607727,223
508,129.0993229,35.19143779,264
509,127.2121364,36.77273769,336
510,129.0699143,35.17121951,352
511,127.2216568,36.91342204,152
512,129.0837436,35.18671485,622
513,129.0747208,35.18246572,443
514,129.0571233,35.15939012,187
515,127.132433,36.91522685,405
516,127.3213678,37.54564891,209
517,127.1521512,36.87805473,241
518,129.066581,35.15517767,340
519,126.9468413,36.78206184,390
520,127.0064159,36.78065165,2065
521,126.8456786,36.98803558,535
522,126.7355726,37.21348788,272
523,126.8245877,37.20414943,1004
524,126.9160753,37.01853266,244
525,126.9261448,36.98338654,882
526,129.0608153,35.15587488,604
527,129.0566941,35.15586765,363
528,127.0592774,36.79805633,289
529,128.5636073,35.88695503,539
530,127.2890234,37.23114109,361
531,128.6336205,35.88607377,167
532,127.2502411,37.33610519,260
533,128.5709708,35.87564248,302
534,127.0875737,36.78528405,308
535,127.0643169,36.77316656,812
536,127.5450138,37.205532,255
537,127.3601239,37.25197425,324
538,128.5576448,35.86795153,387
539,126.4101377,37.46424769,357
540,126.4568654,37.43950422,171
541,128.5339834,35.8454327,653
542,126.5592448,37.49075621,1023
543,126.4970513,37.49097221,909
544,128.5496181,35.85521037,582
545,128.5619392,35.85939251,154
546,128.5933809,35.8447619,440
547,128.5845312,35.85552639,621
548,127.0537942,37.89925237,1633
549,128.6215548,35.83293763,863
550,128.6392722,35.82238567,262
551,128.6143556,35.88216951,595
552,127.2170542,37.2718998,822
553,127.1985229,37.23463507,1645
554,126.4880919,37.74345643,716
555,127.1323764,36.77441789,269
556,127.4465236,37.2818517,1797
557,127.4860857,37.25195715,567
558,126.8203986,37.08346982,377
559,128.6362758,35.85819547,389
560,128.639338,35.87475765,215
561,127.155983,36.783539,373
562,128.5867877,35.8861329,405
563,126.9842842,37.82390699,255
564,126.9914892,37.7883745,190
565,128.6284217,35.87514959,652
566,128.5801145,35.86915269,198
567,127.1569357,36.81893157,798
568,126.9129096,37.13074356,610
569,126.9134082,37.11638925,417
570,127.1970772,37.71279047,1998
571,128.6179667,35.86478595,169
572,128.6241307,35.86087918,353
573,127.3321842,37.35298719,498
574,127.1270644,36.78937025,187
575,127.107564,36.80268457,186
576,127.1073814,36.81260452,806
577,127.1202488,36.79966494,382
578,127.1298268,36.80337226,303
579,128.595473,35.86875432,2325
580,128.6063973,35.86484703,412
581,126.8633841,37.843851,225
582,127.1378952,36.82771659,2304
583,127.1500551,36.80546206,459
584,127.2313561,37.38970407,461
585,127.2563241,37.41148909,1110
586,126.6978468,37.78242602,465
587,127.2017489,37.89586711,759
588,127.1642831,37.85306065,191
589,127.1443339,37.82837378,705
590,127.1710553,37.14988238,150
591,126.847434,37.78066278,175
592,126.7870444,37.85996424,861
593,126.7662154,37.81168963,157
594,127.0491329,37.81929879,402
595,127.0668783,37.83745337,514
596,127.080317,37.79460879,368
597,127.0949948,37.81858106,938
598,127.0554256,37.05859489,3956
599,127.0570317,36.92280541,266
600,127.0379908,36.9278887,195
601,127.3483829,37.6065525,155
602,127.0517498,36.96225816,586
603,127.2247976,37.00225359,232
604,127.2656477,37.0092577,1336
605,126.7734006,37.60132663,406
606,127.1700523,37.00047623,344
607,127.1367633,36.99440604,625
608,127.0963181,37.00898037,155
609,126.9019392,37.70633318,301
610,127.1120332,36.99994008,786
611,127.102258,36.99029321,241
612,127.0875891,36.99357222,989
613,127.1787148,37.65687988,235
614,127.3019469,37.65435502,1081
615,127.2088907,37.63422478,203
616,127.1431095,37.65087589,237
617,127.1167634,37.66658822,246
618,127.1727709,37.59828518,187
619,127.1136153,37.65122655,222
620,127.1190414,37.63401817,439
621,127.1273436,37.6576493,168
622,127.1243437,37.64672128,301
623,127.2447722,37.6551498,470
624,127.2357146,37.64618511,242
625,127.1408514,37.59924109,2206
626,127.1524758,37.6244575,413
627,127.1662553,37.61208861,196
628,127.1545201,37.61110385,588
629,126.5994253,37.69019487,562
630,126.8642881,37.68812571,179
631,127.1168652,37.7084295,187
632,126.8541892,37.38147991,469
633,127.0928366,37.74194202,1257
634,127.1095486,37.73112548,254
635,126.9163589,37.39883711,658
636,126.5858021,37.65120303,190
637,126.8177039,37.28436947,356
638,126.7860732,37.37835867,323
639,126.8086541,37.36949448,355
640,126.9508212,37.3199398,383
641,127.0476879,37.70946175,218
642,126.8074577,37.74325887,190
643,126.9919592,37.42809457,337
644,127.0697047,37.75123791,303
645,127.0458849,37.74009244,3651
646,126.7844926,37.34314292,165
647,126.7950756,37.32949143,951
648,126.8276855,37.33287792,176
649,126.8091716,37.33748128,506
650,126.8184752,37.34362391,323
651,126.977683,37.41521865,165
652,126.6972633,37.59448387,249
653,126.6732087,37.59396358,424
654,126.6574563,37.60255815,472
655,126.7121764,37.62259071,792
656,126.7230602,37.60456844,306
657,126.598086,37.47426151,167
658,126.6039597,37.4546874,254
659,126.7923121,37.44126832,1943
660,126.9736162,37.37957662,183
661,126.6437661,37.63647952,165
662,126.689796,37.34453887,301
663,126.680868,37.32460891,266
664,126.7737447,37.75869397,1217
665,126.8366548,37.65694651,557
666,126.6837264,37.6543749,270
667,126.8899872,37.66327733,214
668,126.6268475,37.6550002,260
669,126.6250101,37.64435825,999
670,126.8650755,37.2967302,1171
671,126.9568866,37.37014084,281
672,126.896008,37.65029421,564
673,126.8740524,37.64388773,478
674,126.8484114,37.33081136,407
675,126.832458,37.63455229,772
676,126.8344438,37.61918283,842
677,126.9317287,37.35941498,605
678,126.6787591,37.63961948,295
679,126.6707781,37.64479085,403
680,126.9453871,37.35060373,463
681,126.9424607,37.36916601,942
682,126.8158278,37.30792277,237
683,126.8391412,37.30096686,211
684,126.8499146,37.30796262,357
685,126.9608002,37.38313681,388
686,126.837152,37.3173811,948
687,126.8299326,37.31136764,973
688,126.952952,37.39076046,663
689,126.9627705,37.39416319,444
690,126.9557179,37.40395065,359
691,126.973953,37.40114882,639
692,126.7171536,37.72581943,218
693,126.7528005,37.73425245,354
694,126.762148,37.72773651,185
695,126.7571418,37.71273522,720
696,126.7365818,37.7264528,504
697,126.8108154,37.67686076,241
698,127.2151272,37.58589714,462
699,126.9514326,37.2204091,680
700,126.9762124,37.21487472,231
701,126.7995587,37.66681713,154
702,126.7095034,37.40189146,179
703,126.7393295,37.38919845,233
704,126.7285414,37.36822292,870
705,126.7360874,37.40017433,374
706,126.724092,37.40098636,517
707,126.7229823,37.35316487,204
708,126.7698833,37.68716898,958
709,126.7800798,37.67024221,680
710,126.7348983,37.34544395,396
711,126.7468093,37.34726362,664
712,126.7880291,37.64455252,792
713,126.770567,37.65887165,1396
714,126.7610533,37.67030004,209
715,126.7442942,37.66866373,189
716,126.7555574,37.66524354,193
717,126.7505667,37.67139416,569
718,126.6596076,37.38041582,512
719,127.1108043,37.25416506,258
720,127.1242416,37.18152244,189
721,127.1080694,37.16885985,597
722,127.1518965,37.27642017,747
723,126.6423641,37.3842765,367
724,126.6486264,37.39500635,794
725,127.1276513,37.27136084,171
726,127.1108884,37.2764297,701
727,126.9797399,37.24882224,214
728,126.8922527,37.60069606,241
729,127.0392639,37.2110948,983
730,127.0612066,37.17148243,329
731,127.1141695,37.19961408,163
732,127.1117728,37.20652297,364
733,127.0840346,37.39088658,303
734,126.9184963,37.63632862,174
735,126.7494301,37.4240598,335
736,127.0691582,37.29506048,529
737,127.0960284,37.21005189,166
738,127.0974115,37.19916079,475
739,127.0715396,37.14753165,1172
740,127.0580171,37.1584638,484
741,127.1292828,37.41188496,991
742,127.0636421,37.20898876,476
743,127.072286,37.20361325,693
744,127.1365694,37.3754556,211
745,126.6763589,37.56486422,249
746,126.675453,37.54519179,594
747,126.9630466,37.2585229,169
748,127.058175,37.28586269,533
749,127.0494902,37.29171482,353
750,127.0442397,37.29919115,203
751,126.9420153,37.27317819,171
752,126.9552982,37.27251985,478
753,127.1022525,37.48738036,249
754,126.8808485,37.43563751,216
755,126.8846517,37.42034187,594
756,126.9745785,37.27577808,617
757,126.9456508,37.59153047,746
758,126.6532109,37.42120193,802
759,127.1416656,37.47167467,918
760,127.0822759,37.31210762,514
761,126.6776612,37.41597088,1368
762,126.6976164,37.42553401,212
763,127.1633534,37.45622511,369
764,127.1433271,37.43964585,3793
765,126.6474811,37.5330593,1506
766,127.1234971,37.38557737,741
767,127.1924194,37.56225027,1969
768,127.1722557,37.54938456,243
769,127.1698736,37.55831065,161
770,127.1083373,37.40154985,331
771,127.1118176,37.39283405,299
772,127.1123242,37.39707192,200
773,127.223309,37.54527595,199
774,127.2063259,37.53962243,803
775,127.1330515,37.5390476,4764
776,127.1552823,37.55342283,169
777,126.6708923,37.5272181,307
778,127.1064757,37.36536879,575
779,127.1092692,37.33942449,196
780,127.1095176,37.34934536,478
781,127.1144279,37.37832769,351
782,127.1135236,37.3704301,163
783,127.1115265,37.49346812,159
784,127.0760512,37.25141878,921
785,127.0969256,37.32394253,520
786,127.1102721,37.32222771,483
787,126.6720201,37.5095963,1415
788,126.683035,37.49364747,245
789,126.9724479,37.29854751,601
790,127.147641,37.4964673,695
791,126.6283901,37.47300129,1303
792,126.6449542,37.47587085,223
793,127.0719616,37.27506114,255
794,127.072014,37.22927352,299
795,127.1048599,37.54712395,151
796,127.0303734,37.23969347,259
797,127.1245089,37.47837013,304
798,127.1241553,37.48867267,156
799,127.1214716,37.49715829,678
800,127.0688778,37.63910707,386
801,127.0578073,37.243013,604
802,127.0280163,37.29589521,159
803,126.6603871,37.46869593,397
804,127.0770143,37.65042661,225
805,127.0667556,37.65772369,1688
806,127.1258417,37.50997961,178
807,127.097939,37.51128663,469
808,127.0977355,37.50500558,155
809,127.0839325,37.50946325,914
810,127.0009562,37.27902189,255
811,127.1084333,37.50192302,389
812,126.6364089,37.45219925,542
813,127.0025177,37.26789518,782
814,126.9970526,37.26462731,201
815,127.1033019,37.51348291,375
816,127.1088599,37.51167377,1091
817,127.0825186,37.49179706,329
818,126.9908672,37.28714516,229
819,126.6690712,37.44113074,179
820,126.6773739,37.44804276,421
821,126.7381588,37.44449897,301
822,126.6490804,37.44775887,163
823,126.8227938,37.46768528,276
824,126.6829715,37.46149473,1467
825,127.0270096,37.26165614,2537
826,126.657837,37.45190032,384
827,126.6496515,37.45908056,158
828,126.8038166,37.52444452,1389
829,126.7044879,37.51666946,439
830,126.7291449,37.53712085,2644
831,126.8925882,37.57889943,919
832,126.8856486,37.44788768,248
833,127.0446203,37.27564884,556
834,127.0457216,37.26206323,424
835,126.7264389,37.45373351,749
836,126.734153,37.46153826,152
837,126.99319,37.30691112,202
838,127.0084934,37.30221853,319
839,126.9941267,37.29615895,152
840,127.0131812,37.28534807,1490
841,126.8737634,37.52525196,933
842,126.7018897,37.4708958,460
843,126.7117885,37.46413797,365
844,126.8115369,37.56719521,1047
845,126.7048235,37.4521609,341
846,126.7714641,37.51547199,235
847,126.7092498,37.4420067,178
848,126.7012973,37.4414221,193
849,126.6996806,37.44605706,861
850,127.0584721,37.61413635,1115
851,126.811041,37.48512697,627
852,126.7419106,37.48977308,187
853,127.0204019,37.54707524,477
854,126.7270609,37.51648173,293
855,126.8262718,37.56794271,461
856,126.8785671,37.46123371,374
857,126.8980529,37.53569573,719
858,126.9982042,37.49836053,198
859,127.0047242,37.50504608,590
860,127.0534606,37.48915269,150
861,126.795531,37.4773302,390
862,126.7543475,37.48970465,458
863,126.7639858,37.49154883,195
864,126.8423139,37.51963692,286
865,126.860203,37.52754102,1520
866,126.9917613,37.48849035,763
867,127.0134296,37.48995102,1673
868,126.7821801,37.48744474,1890
869,126.9613905,37.50763692,387
870,126.8687459,37.47519041,319
