cluster,center_x,center_y,size
462,127.5794461,34.88546356,418
463,128.6510954,35.4713813,295
464,127.5519054,34.90243092,256
465,126.3381491,34.96040905,202
466,128.1011599,35.12441228,977
467,128.1458842,35.21645516,923
468,127.5374317,34.91549579,319
469,127.548403,34.93238845,1921
470,128.3635147,36.12026146,1097
471,128.3583426,36.09404441,2065
472,128.366616,36.08775173,290
473,126.6894468,34.79798216,1795
474,128.0893838,35.08262247,2973
475,128.0706487,35.06284848,347
476,126.4069492,35.01851623,393
477,127.4026081,35.40855914,335
478,127.3866072,35.41277863,5170
479,128.4176875,34.83074574,536
480,126.5688893,34.72363251,364
481,127.5038277,34.98862212,842
482,126.4775622,34.99112012,1782
483,126.5253526,35.06165678,1522
484,126.8073498,35.42890728,272
485,128.4275798,34.857542,2956
486,128.1639714,35.16762154,499
487,128.3173995,36.14024252,687
488,127.74646,36.6632396,298
489,128.5230157,35.45441868,1071
490,128.1693497,37.15269055,492
491,128.2137976,37.14227067,12403
492,126.313825,34.86445561,234
493,128.7898661,36.03997226,407
494,126.518917,34.75897273,235
495,128.1455569,35.17620972,1894
496,126.3715349,35.21786128,266
497,128.3286644,36.1362219,206
498,128.4224479,34.84323493,1727
499,128.4314874,34.84450626,380
500,126.6095288,34.87000248,318
501,126.9130415,35.01376885,477
502,127.5154336,34.93384628,306
503,126.9597238,34.98694119,437
504,126.9874159,35.05566121,4893
505,126.4305571,34.91189102,433
506,128.4938045,35.54085991,2213
507,129.0342003,35.90373995,558
508,126.4937915,34.84880831,480
509,126.4498713,34.7585103,2584
510,126.3793919,34.74559028,563
511,128.4324812,35.34876063,329
512,126.6681538,35.25549953,410
513,126.7730667,35.2969267,2859
514,129.1028687,35.84958048,836
515,126.6215886,35.17751715,1278
516,129.1994788,35.71476449,417
517,126.6022491,34.94465047,313
518,128.2615121,35.31926287,1330
519,127.7661285,37.61485725,345
520,128.1275246,35.16451393,512
521,128.1325541,35.16849171,392
522,128.4068698,35.27848563,2537
523,128.3395039,35.30294285,1191
524,128.3456225,35.26246548,351
525,128.2655496,35.97270078,317
526,128.2895877,35.92387939,2309
527,128.4826562,35.36367505,245
528,128.4777917,35.38980178,1176
529,128.5526567,35.98061045,925
530,128.5541526,35.93247885,15087
531,127.4932798,34.97304945,379
532,128.6104815,35.99588418,620
533,126.4009371,34.83382755,298
534,128.1167063,35.15305305,354
535,128.4711042,35.61519064,235
536,126.7596284,36.21272314,396
537,128.3506639,36.11822764,1489
538,128.4441556,35.90210321,283
539,128.3319165,36.12954371,1152
540,128.3463032,36.12423856,301
541,128.3409706,36.12588027,348
542,128.4021183,35.87252973,752
543,128.3644471,35.88780012,1234
544,127.4850586,34.98368677,623
545,128.3384618,36.11417132,540
546,128.3362829,36.10732385,754
547,126.6341353,35.02003415,456
548,126.8533938,36.30847159,221
549,128.5138001,35.30817313,1159
550,128.5353164,35.29497259,598
551,126.767131,34.94192126,414
552,129.0684429,35.08269111,4670
553,126.9013198,36.30597951,210
554,127.5345108,34.9396975,254
555,128.4871405,35.96315654,863
556,126.8821319,36.27343152,421
557,126.9128751,36.2797954,3180
558,128.0894669,35.18205937,2152
559,126.553897,35.52818997,269
560,126.5521281,35.43558827,503
561,128.3652184,36.034155,423
562,129.4247543,35.50081816,8823
563,127.5234091,34.97070481,1299
564,128.050316,35.1676322,746
565,126.598162,35.33990502,270
566,126.4467001,35.39525497,365
567,126.4459074,35.35944585,925
568,128.3445044,36.04829246,402
569,128.3439779,36.06864633,2339
570,128.1068167,35.15487462,436
571,128.1133256,35.16374496,443
572,128.6078348,35.34940837,383
573,126.6976127,34.9025439,451
574,129.017572,35.2649937,956
575,128.5217207,35.27606255,285
576,128.5829027,35.31845694,558
577,128.5954062,35.30453252,1713
578,128.6629734,35.1508963,2490
579,128.7002552,35.14980186,6343
580,129.196069,36.00219228,539
581,129.2220086,35.99135478,1281
582,128.8391931,35.39728371,354
583,128.9407961,35.9664877,7365
584,128.0812009,35.19477569,5599
585,129.3761127,35.50483533,593
586,127.0163703,35.23682246,533
587,129.311827,35.77990607,1174
588,129.3899623,35.53717966,1044
589,128.1151513,35.17008027,650
590,129.2869306,35.97734519,476
591,126.4467216,34.81155569,329
592,126.7863725,35.02183482,4753
593,126.9741157,35.22286322,226
594,128.4442564,35.95288698,508
595,128.5022254,35.2318062,818
596,128.5036126,35.22480625,369
597,129.3411093,36.19351251,366
598,126.5119146,35.26152693,382
599,126.5050963,35.2755902,2353
600,127.4945727,34.93428987,409
601,128.498217,35.74739011,219
602,128.451286,35.73037881,1692
603,128.4547344,35.69249391,4126
604,129.2091549,35.47017124,633
605,128.4190689,35.96914675,985
606,128.4006455,35.99013265,2721
607,126.4729774,34.80958264,470
608,126.4651071,34.80414652,318
609,126.4626353,34.81178875,1490
610,128.3669258,35.75210416,468
611,127.5035081,34.94359784,732
612,127.4879234,34.95106453,3373
613,128.5109195,35.24727953,558
614,128.5209151,35.25323603,333
615,128.5224964,35.26531117,957
616,128.3884437,35.79126678,565
617,126.8324676,35.08323948,265
618,126.8462335,35.04345269,1316
619,129.2862074,35.83861367,272
620,129.2637851,35.85808321,205
621,128.4175546,35.65772874,1010
622,128.4256981,35.63593172,375
623,128.0662375,35.19179933,231
624,126.8887049,35.27677455,340
625,128.0625732,35.17253272,1260
626,129.2700543,35.93881339,240
627,126.9318997,35.30256823,319
628,126.9869682,35.32019945,2589
629,126.7098872,34.99508934,1161
630,128.1131533,35.2075805,1069
631,128.0661919,35.18009948,523
632,128.0701938,35.18705151,528
633,129.1744181,35.89048346,283
634,129.2285435,35.22357922,263
635,129.2189332,35.25035292,5775
636,129.4453157,35.98790919,560
637,126.4322363,34.81695164,412
638,129.178232,35.32509847,6489
639,128.1024339,35.17528826,294
640,129.2436106,35.31353116,906
641,129.1738969,35.4420161,345
642,129.1865033,35.56193647,309
643,129.240621,35.90073652,202
644,126.7126754,35.01750593,618
645,129.3334527,36.08036528,387
646,126.7172447,35.04215262,202
647,128.7177367,35.10537249,230
648,128.7514443,35.10655039,806
649,129.3369172,36.09635176,599
650,129.346107,36.10947126,1327
651,127.5329472,34.95522611,331
652,129.2817409,35.32828363,409
653,129.2558192,35.33725464,477
654,129.4050377,35.97130287,5844
655,129.3413242,35.37454713,759
656,126.5994744,36.23303558,544
657,126.54019,36.24405368,343
658,126.7126025,35.02657957,264
659,126.7195037,35.03254087,748
660,129.1819754,35.84346842,1069
661,126.5263743,36.15544987,740
662,126.5918846,36.15515764,338
663,127.5179587,34.96071921,204
664,128.7843508,35.1210611,822
665,128.1101243,35.18620942,453
666,128.8363664,35.79003062,203
667,127.5242128,34.94724052,773
668,127.5290658,34.94988645,809
669,128.8832935,35.10971583,1558
670,129.2271927,35.8813946,1305
671,129.293766,35.4549054,245
672,129.3321771,35.43693003,325
673,129.3094739,35.43426341,1660
674,128.1169527,35.18686408,382
675,128.8780502,35.0849657,1426
676,127.5161371,34.94663259,689
677,127.518516,34.95285299,1465
678,128.4139541,35.7489313,229
679,129.0681975,35.31969287,410
680,128.1091191,35.17988218,873
681,128.1177309,35.17888487,322
682,128.121244,35.18256547,225
683,128.1229894,35.19042654,1497
684,129.1502812,35.37823647,3798
685,129.3315478,35.46853216,383
686,128.7102964,35.37478456,582
687,126.3915138,34.81838099,247
688,127.6534389,36.62940263,407
689,128.5140921,35.89845096,1221
690,128.5552691,35.14853077,752
691,126.4154521,34.81279272,257
692,128.4505264,35.82582393,764
693,126.3750833,34.80633516,2487
694,129.3651828,35.98297464,743
695,129.2960851,35.70362175,324
696,129.3256272,35.71048617,814
697,129.3181793,36.0461375,383
698,129.2034194,35.86896019,378
699,129.1582497,35.40851088,305
700,129.1712058,35.41148163,2495
701,128.8149551,35.0980228,3511
702,128.8490117,35.09083267,1424
703,127.1077083,38.18159221,236
704,129.084142,35.59341245,384
705,129.0865337,35.49652781,980
706,129.121872,35.56083877,4414
707,126.9403536,36.20004001,455
708,126.4032359,34.79263457,560
709,129.1551778,35.22920982,2717
710,128.8310042,35.14882339,1063
711,128.8574785,35.87568207,358
712,129.3190712,36.00530853,607
713,128.8512741,35.89749213,319
714,126.3850971,34.78966147,2244
715,129.3511741,35.99578346,1912
716,126.8340556,35.23876621,504
717,128.8228274,35.82127234,903
718,126.9595476,36.41196943,607
719,129.2429067,35.57127969,1829
720,129.227462,35.56240502,1137
721,129.109882,35.29810462,885
722,126.8730991,35.20920244,7016
723,129.305112,35.6680712,242
724,126.7776263,36.54739984,225
725,128.8151628,35.87128417,2979
726,129.1545428,35.16781744,24534
727,126.3987979,34.81465388,423
728,126.7319455,35.72488524,3961
729,128.873176,35.93189906,514
730,126.6089778,35.59080536,386
731,128.9418975,35.14068811,1032
732,128.954367,35.16827318,3614
733,128.9968015,35.05307615,276
734,126.4720095,36.54318662,323
735,128.8325174,35.94456281,213
736,126.6989885,35.43368456,3693
737,128.4338384,35.77910034,1890
738,128.8187436,35.91349378,2469
739,128.8482163,35.92288033,259
740,129.215222,35.86667863,1318
741,129.2131254,35.1906051,688
742,129.2018973,35.18281842,1063
743,128.7560268,35.81623626,2894
744,128.8886982,35.30245239,1335
745,128.849542,35.33271272,336
746,129.3274366,35.67508138,594
747,129.3401314,35.66202245,297
748,129.3511264,35.63678956,6423
749,129.3444036,35.59756353,205
750,126.7008296,35.51935613,393
751,126.6849054,35.59505143,955
752,127.066977,36.36554333,250
753,126.3933464,34.7927161,415
754,126.3951454,34.80413897,1290
755,128.4640724,35.79156525,880
756,129.0731534,35.4452912,260
757,127.1213884,36.60098458,415
758,128.952809,35.30314687,604
759,128.9032919,35.08423636,1851
760,128.8609977,35.15018251,912
761,128.8812003,35.14640921,936
762,126.424661,34.8158544,281
763,129.3952538,36.06975404,495
764,128.9074148,35.09519666,1339
765,126.9922644,35.60565767,255
766,126.7749295,35.14800148,932
767,126.7624884,35.12890648,1423
768,129.0623079,35.41515438,807
769,128.9248891,35.11367169,364
770,128.7583794,35.84080586,2211
771,129.3155844,35.57638195,1621
772,129.2070158,35.85361073,654
773,129.0250422,35.37464185,1224
774,129.2097649,35.836485,342
775,129.2109916,35.84399593,2799
776,128.6910674,35.1884439,527
777,126.4357226,34.80549713,715
778,129.3657518,35.59183564,2838
779,128.6826902,35.83718421,209
780,128.9225106,35.10522503,495
781,128.9206745,35.09776404,1161
782,128.6405222,35.91834527,2300
783,128.6369923,35.94147926,677
784,128.6168598,35.94298338,523
785,128.7491651,35.87464257,459
786,126.430378,34.79658595,800
787,126.4263218,34.80372231,2194
788,126.8047254,36.08379406,362
789,129.229378,35.84879047,449
790,129.2252862,35.85545506,1210
791,128.7391565,35.80348291,726
792,128.897346,35.19773288,541
793,128.9196513,35.18156103,343
794,128.6638584,35.20568857,907
795,129.306102,35.48769163,1131
796,128.5989981,35.92166384,1983
797,129.3076873,35.49997942,234
798,128.6398404,35.20798779,330
799,128.6507578,35.20994293,505
800,126.888578,35.10224765,397
801,129.3182248,35.50508107,211
802,129.3124822,35.50693327,458
803,127.1386348,36.47306708,3889
804,128.6989228,35.23838818,339
805,127.1063265,36.45445066,362
806,127.124345,36.45633808,2911
807,129.089256,35.15137025,411
808,126.8744174,35.10185345,331
809,126.8782632,35.10865826,618
810,128.8008934,35.32149729,294
811,129.0125021,35.23479192,5709
812,126.5173435,36.43848188,301
813,128.7033529,35.27604097,290
814,128.6872026,35.278896,476
815,127.234277,36.13636757,279
816,127.9854322,36.86188415,537
817,126.7951288,35.13608351,3291
818,126.7932753,35.15229315,854
819,128.4633382,35.85937465,2632
820,126.5142952,36.31646071,1279
821,129.3457924,35.51966404,407
822,128.4762985,35.87488392,1441
823,128.4953502,35.87270396,1356
824,126.3914061,37.44567792,916
825,128.7049719,35.33445653,643
826,128.734162,35.30937137,4449
827,126.8617595,35.23196782,675
828,129.2950832,35.56002545,300
829,129.0099167,35.33013852,3158
830,129.0004223,35.31384508,5130
831,128.8338778,35.28710044,963
832,128.7051838,35.83913978,4726
833,126.844297,35.21656246,6932
834,129.0116298,35.061999,644
835,128.7038285,35.2086004,3771
836,129.1190038,35.10294707,267
837,126.7847807,35.20606877,852
838,128.829832,35.18492628,379
839,128.7492824,35.24966267,298
840,128.7965886,35.29481797,1403
841,129.3432483,35.58216008,942
842,126.5711703,36.39414978,254
843,126.6007432,36.3481495,7027
844,128.8210462,35.25760129,210
845,129.0548571,35.37728075,392
846,129.0254216,35.31518636,2333
847,129.3512877,36.04141093,364
848,126.8805753,35.12454679,1635
849,128.9621975,35.1953876,436
850,128.6169142,35.81342292,336
851,128.7769922,35.24498986,254
852,126.8012807,35.20230895,524
853,128.7732332,35.26992392,1496
854,128.7552472,35.26915325,442
855,128.7317045,35.81405458,464
856,128.7360058,35.82341337,2345
857,129.3739452,36.061103,2013
858,129.3812261,36.06737623,606
859,129.38378,36.07638166,529
860,128.7121855,35.87064975,8619
